area,branch,name,postalCode,street
Dresden,,SB Sächsische Baustoffwerke Borna GmbH,01067,Messering 9
Weinböhla,,SBG Projektentwicklung GmbH,01689,Berliner Str. 51
Leipzig,,SBG Biogas GmbH,04109,Augustusplatz 7
Dresden,,SBS Dienstleistungs GmbH,01259,Bosewitzer Str. 20
Dresden,,SBG - Sächsische Beteiligungsgesellschaft mbH,01069,Pirnaische Str. 9
Dresden,,SBE Mikrotechnik Montage GmbH,01257,Wilhelm-Liebknecht-Str. 6
Dresden,,SBS Dresden GmbH & Co.KG.,01259,Bosewitzer Str. 20
Dresden,,SBS Bühnentechnik GmbH,01259,Bosewitzer Str. 20
Bad Schandau,,SBS Spedition in Bad Schandau GmbH,01814,Hohnsteiner Str. 1
Dresden,,SBW Sachsen Solar GmbH,01097,Großenhainer Str. 28
Vierkirchen,,SBV Sächsische Bitumenveredelung Verwaltungs-GmbH,02894,Reichenbacher Str.1
Rösrath,,SBV Sächsische Beteiligungs- und Verwaltungsgesellschaft mbH,51503,An der Grünen Furth 7
Dresden,,SBU Sandwerke Dresden GmbH,01067,Messering 9
Dresden,,SBU Kieswerk Zeithain GmbH & Co. KG,01127,Hammerweg 25
Dresden,,SBU Beteiligungs- und Steuerberatungsgesellschaft mbH,01309,Haydnstr. 27
Dresden,,SBS Verwaltungs GmbH,01259,Struppener Str. 91c
Dresden,,Schaaf Yachtbau GmbH & Co. KG,01279,Österreicher Str. 95
,,Schachzentrum Seeblick e.V.,,
Dresden,,Schach&Matt GmbH,01067,Kraftwerk Mitte 7
Leipzig,,Schach&Matt GmbH,04109,Hainstr. 19a
Dresden,,Schaffer GmbH & Co. KG,01139,Kötzschenbroder Straße 125
Porschdorf OT Prossen,,Schäferei am Lilienstein UG (haftungsbeschränkt),01814,Gründelweg 15
Ohorn,,Schäfer-Components GmbH,01896,Hauptstraße 42
Bad Schandau,,Schäfer Pflegedienst GmbH,01814,Rathmannsdorfer Weg 4
Dresden,,Schäferstraße 64 Verwaltungsgesellschaft mbH,01067,Altmarkt 5
Dresden,,Schäferstraße 64 Verwaltungsgesellschaft GmbH,01067,Altmarkt 5
Dresden,,Schäfer Optik GmbH,01217,Räcknitzhöhe 35
Kamenz,,Schaubäckerei & Café Kahre UG (haftungsbeschränkt),01917,Oststr. 49
Dresden,,Schäuble & Herde GmbH (Neuer Firmenname: ARGUS INVEST Vermögens- und Beteiligungsgesellschaft mbH),01326,An der Schäferei 1
Pulsnitz,,Schaub Rehatechnik GmbH,01896,Bischofswerdaer Str. 24
Dresden,,Schatz Invest GmbH,01069,Semperstr. 1
Lückendorf,,Scharfenstein Holding UG (haftungsbeschränkt),02797,Kammstraße 6
Dresden,,Schachverein Lokomotive Dresden e.V.,01309,Wittenberger Str. 14
Dresden,,scharfe mobile UG (haftungsbeschränkt),01259,Meußlitzer Str. 58 d
Dresden,,Schego Deutschland GmbH,01067,Schützenplatz 12
Pirna,,Scheele-Apotheke Inhaber: Michael Döpping,01796,Breite Str. 24
Gersthofen,,SCHAZI-Vertriebs GmbH,86368,Ziegeleistr. 7
Rothenburg,,SCHAZI-Vertriebs GmbH,02929,Steinbacher Str. 9
Oderwitz,,Schaustellerbetrieb Thieme UG (haftungsbeschränkt),02791,Schulstr. 26
Nossen,,Schaumaplast Sachsen GmbH,01683,Gewerbestr. 12
Nossen,,Schaumaplast Nossen GmbH,01683,Gewerbestr. 10
Nossen,,Schaumaplast Isolierstoffe GmbH,01683,Gewerbestr. 10
Radebeul,,Schaumaplast GmbH u. Co. Radebeul KG,01445,Meißner Str. 49
Dresden,,SCHAULUST Optik GmbH,01067,Töpferstraße 6
Würselen,,Schaufert GmbH & Co. Solarenergie 2008 KG,52146,Oppener Str. 30
Zittau,,Schauburg GmbH Zittau,02763,Ottokarplatz 17
Dresden,,scharfe media GmbH,01159,Tharandter Str. 31-33
Dresden,,Schanzen-Apotheke Christine Rachel,01157,Rudolf-Renner-Str. 21
Dresden,,Schankanlagen K.-D. Blechschmidt GmbH,01309,Krenkelstr. 21
Radeburg,,Schamottewerk Radeburg GmbH,01471,An den Ziegeleien 1-2
,,Schamo e.V.,,
Dresden,,Schaltanlagenbau Hocke GmbH,01257,Sachsenwerkstr. 30
Bad Muskau,,Schaltanlagen Zubehör Bad Muskau GmbH,02953,Heideweg 2
Radebeul,,Schallschmidt-Mietzsch Steuerberatungsgesellschaft mbH,01445,Hauptstr. 27
Rottenburg am Neckar,,Schall Verwaltungs GmbH,72108,Felix-Wankel-Str. 17
Dresden,,Schall & Wandel SH UG (haftungsbeschränkt),01309,Krenkelstr. 2
Nossen OT Rhäsa,,Schaffrath Verwaltungs GmbH,01683,Bodenbacher Weg 13
Dresden,,Schaffer-Mobil Wohnmobile GmbH,01139,Kötzschenbroder Str. 125
Dresden,,schaffer-mobil Wohnmobile GmbH,01139,Kötzschenbroder Str. 125
Dresden,,Schaffer Verwaltungs GmbH,01139,Kötzschenbroder Str. 125
Neunkirchen,,SCHÄFER IT-Logistik GmbH,57290,Pfannenberg
Neunkirchen,,SCHÄFER Gehäusesysteme GmbH,57290,Pfannenberg
Zittau OT Eichgraben,,Schäfer & Schmid Heizungsbau GmbH,02763,Lückendorfer Str. 8 A
Nossen OT Rhäsa,,Schaffrath & Co.-Consulting Engineers GmbH & Co.KG,01683,Bodenbacher Weg 13
,,Schädlingsbekämpfer-Verband Sachsen e.V.,,
Bernsdorf,,"Schade Assekuranzmakler GmbH (Neuer Firmenname: Schade GmbH Assekuranzmakler - Immobilienmanagement - Unternehmensberatung. Geschäftsanschrift: Ernst Thälmann Str. 21, 02994 Bernsdorf)",02994,Ernst Thälmann Str. 21
Dresden,,Schaaf Bootsmanufaktur GmbH,01279,Österreicher Str. 95
Radeberg,,Schaack GmbH,01454,Heidestr. 70
Dresden,,SCHADE Umwelthygiene und Schädlingsbekämpfung GmbH,01067,Bremer Str. 57
Jessen,,Schade Polska GmbH,06917,Rehainerstr. 8
Lauta,,"Schade GmbH Assekuranzmakler - Immobilienmanagement - Unternehmensberatung (Neuer Firmenname: Wolf Versicherungen - Immobilienmanagement GmbH. Neuer Sitz: Lauta. Geschäftsanschrift: Technologiepark Lauta, Straße der Freundschaft 92, 02991 Lauta)",02991,Straße der Freundschaft 92
Essen,,SCCE Science Consulting Cellular Electrophysiology UG (haftungsbeschränkt),45127,Bargmannstr. 27
Pirna,,SCC Claus GmbH,01796,Am Osthang 6
Dresden,,SCB Import-Export Handelsgesellschaft mbH,01109,Hugo-Junkers-Ring 11
Dresden,,scanacs GmbH,01237,Breitscheidstr. 40
Kurort Oybin,,SCANDICPLAN Beratende Ingenieure für das Bauwesen GmbH,02797,Kammstr. 34
Ralbitz-Rosenthal OT Cunnewitz,,SCHIERACK-BAU GmbH,01920,Dorfstr. 1 e
Dresden,,Schiemann Bauträger GmbH & Co. KG,01237,Mügelner Str. 29 c
Dresden,,SCHIEKEL EZ GmbH (Neuer Firmenname: ELANTEC GmbH),01067,Schweriner Str. 35
Glashütte OT Oberfrauendorf,,Schiefner Zoo & Co GmbH,01768,An der Lockwitz 28
Radeberg,,SCHIEDT Bürobedarfs-Service Inh. Arne Schiedt e.K.,01454,Pillnitzer Str. 14 a
Willich,,Schieco Hotelmanagement GmbH,47877,Jakob-Kaiser-Str. 5
Neschwitz,,Schiebschick & Bjarsch Vermietungs GmbH & Co. KG,02699,Bahnhofstr. 4
Neschwitz,,Schiebschick & Bjarsch GmbH,02699,Bahnhofstr. 4
Neschwitz,,Schiebschick & Bjarsch Beteiligungsgesellschaft mit beschränkter Haftung,02699,Bahnhofstr. 4
Bischofswerda,,Schiebocker Fleischverarbeitungs GmbH,01877,Stolpner Str. 8
Sohland a,,Schicktanz GmbH Sohland/Spree,02689,Hauptstr. 73
Zwickau,,Schiller Zahntechnik GmbH & Co. KG,08056,Casparistr. 3
Pirna,,Schill & Seilacher Chemie GmbH,01796,Alt Neundorf 13
Schirgiswalde,,Schirgiswalder Vermögensverwaltungs AG,02681,Kirchberg 2
,,Schiller & Körner in Dresden e.V.,,
Stimpfach,,Schips Consult UG (haftungsbeschränkt),74597,Forstwasenstr. 13
Dresden OT Mobschatz,,Schlaraffia Meißen e.V.,01156,Altmobschatz 7
Wittichenau,,Schlegel & Koplanski GmbH Dachdecker und Dachklempnerei,02997,Markt 17
Zittau Stt Hartau,,Schkola gGmbH,02763,Untere Dorfstr. 6
Weißenberg,,Schkade Landhandel GmbH,02627,Koselstr. 4 OT Belgern
Radebeul,,schlafzimmerblickTV Unternehmergesellschaft (haftungsbeschränkt) (Neuer Firmenname: JEM-MEDIEN UG (haftungsbeschränkt)),01445,Moritzburger Str. 9
Guttau,,Schkade Kornhaus GmbH (Neuer Firmenname: Kornhaus Guttau GmbH),02694,Am Bahnhof
Dresden,,Schlachter Informatik UG (haftungsbeschränkt),01067,Freiberger Str. 4
Dresden,,Schirmfritzen GmbH,01157,Flensburger Str. 46-48
Dresden,,Schirmergut Immobilien UG (haftungsbeschränkt),01139,Riegelplatz 4
Bischofswerda,,Schlegel & Partner Steuerberatungsgesellschaft,01877,Karl-Liebknecht-Str. 3
Dresden,,Schirmergut GmbH,01159,Mohorner Str. 12
Weinböhla,,Schirmer Gartenträume UG (haftungsbeschränkt) Freiräume Planen und Realisieren,01689,Schindlerstr. 16
Zeithain OT Promnitz,,Schloss Promnitz Verwaltung gemeinnützige GmbH,01619,Am Elbdamm 1
,,Schloßverein Zoblitz e.V.,,
Dresden,,Schlosshotel Pillnitz GmbH,01326,August-Böckstiegel-Str. 10
Dresden,,Schlosshotel Dresden Verwaltungs GmbH,01067,Schloßstr. 16
Dresden,,Schlosshotel Dresden GmbH & Co. KG,01067,Schloßstr. 16
Berlin,,Schlosshotel Blankenburg UG (haftungsbeschränkt) & Co. OHG,10711,Katharinenstr. 12
Bertsdorf-Hörnitz,,Schlosshotel Althörnitz Betriebsgesellschaft GmbH,02763,Zittauer Str. 9
Kubschütz OT Baschütz,,Schlossgut Baschütz UG (haftungsbeschränkt),02627,Hauptstr. 11
Bad Gottleuba-Berggießhübel OT Bad Gottleuba,,Schlosserei Hartmann e. K.,01816,Talstr. 11
Freital,,Schlosserei Hans-Jürgen Hahn e.K.,01705,Weißiger Str. 99 c
Obergurig OT Singwitz,,Schlosserei Bachmann GmbH,02692,Fortschrittstr. 2
Dresden,,Schloss-Apotheke Cornelia Andersch,01326,Pillnitzer Landstr. 34a
Dresden,,Schlosseck Dresden Verwaltung GmbH,01219,Julius-Otto-Str. 1
Dresden,,Schlosseck Dresden GmbH & Co. KG,01219,Julius-Otto-Str. 1
Dresden,,Schlossbäckerei Rietzschel KG,01259,Bahnhofstr. 70
Nossen,,Schloss Wendischbora GmbH,01683,Wendischbora Nr. 55
Dresden,,Schmidt Glas GmbH,01187,Bienertstr. 16
Radibor,,Schmidt-Reisen Radibor Inh. Nikolaus Schmidt e.K.,02627,Dorfplatz 11
Radibor,,Schmidt-Reisen e.K.,02627,Dorfplatz 11
Dresden,,Schmidt Ziegelhaus GmbH,01157,Warthaer Str. 82
Obergurig OT Singwitz,,Schmidt Vertriebs- & Service GmbH,02692,Fortschrittstr. 2
Dresden,,Schmidt Ventures UG (haftungsbeschränkt),01259,Eichbergstr. 10
Weißwasser,,Schmidt UG (haftungsbeschränkt),02943,An der Rennbahn 6/8
Dresden,,Schmidt Sicherheit Service GmbH (Neuer Firmenname: Schmidt Sicherheit & Service GmbH),01237,Am Anger 43
Weißwasser,,Schmidt Reisen GmbH,02943,An der Rennbahn 6/8
Obergurig OT Singwitz,,Schmidt Management und Beteiligungs GmbH,02692,Fortschrittstr. 2
Dresden,,Schmidt Kunstauktionen Dresden OHG,01099,Bautzner Str. 99
Lichtenberg,,Schmieder GmbH,01896,Mittelbacher Str. 21
Altenberg,,Schmiedeberger Spedition GmbH,01773,Klengelweg 79
Dresden,,Schneider,01069,Strehlener Str. 12 - 14
Dresden,,Schneekult UG (haftungsbeschränkt),01099,Meschwitzstr. 21
Dresden,,Schnabel & Rese Elektrotechnik GmbH,01127,Großenhainer Str. 92
Bautzen,,Schneider Innovation UG (haftungsbeschränkt),02625,Niederuhna 11 a
Heidenau,,SCHNEIDER INDUSTRY SOLUTIONS GmbH,01809,Thomas-Mann-Str. 2-4
Großenhain,,Schneider Moden Verwaltungs GmbH,01558,Major-von-Minckwitz-Allee 9
Großenhain,,Schneider Moden KG,01558,Major-von-Minckwitz-Allee 9
Ketzerbachtal OT Bodenbach,,Schneider Nutzfahrzeuge Service GmbH,01623,Meissner Weg 1
Ketzerbachtal OT Bodenbach,,Schneider Nutzfahrzeug Service GmbH,01623,Meissner Weg 1
Meißen,,Schneider Mineralöl Meissen GmbH,01662,Korbitzer Str. 21 a
Dresden,,Schneider Invest UG (haftungsbeschränkt),01099,Arndtstr. 9
Bautzen,,Schneider Haustechnik GmbH,02625,Dresdener Str. 51 a
Dresden,,Schnizz Dresden GmbH,01069,Blochmannstraße 24
Hoyerswerda,,Schneider Heizungs-Lüftungsbau GmbH,02977,Dresdner Str. 4
Leipzig,,Schnitzelgarten Dresden GmbH & Co. KG,04178,Zedernholzweg 18
Dresden,,Schokofabrik e.V.,01307,Hopfgartenstr. 1 A
Nossen,,Scholz Transporte GmbH,01683,Lindigtstr. 21
Dresden,,Scholz Handelsgesellschaft mbH,01257,Niedersedlitzer Str. 75
Radebeul,,Schoko-Spatz GmbH,01445,Fabrikstr. 4
Dresden,,Scholz Handels UG (haftungsbeschränkt),01069,Wiener Platz 10
Bautzen,,Scholze Uhren & Schmuck GmbH,02625,Reichenstr. 8
Leinfelden-Echterdingen,,Scholze Ingenieurgesellschaft mbH,70771,Gutenbergstraße 18
Großenhain,,Scholz.Schuth.Beckenbach.Steuerberatungsgesellschaft,01558,Herrmannstr. 35
Hoyerswerda OT Klein Neida,,Scholze Haustechnik GmbH,02977,Wittichenauer Str. 20 B
Görlitz,,Scholz & Czich Raumausstatter GmbH,02827,Grundstr. 17 b
Dresden,,Scholze Ausbau GmbH,01219,Otto-Dix-Ring 100
Dresden,,Scholz & Menzel Merchandising GmbH,01257,Niedersedlitzer Str. 75
Heynitz-Lehden,,Schollglas Technik GmbH Objektzentrum,01683,Vorwerkstr. 3
Nossen OT Heynitz-Lehden,,Schollglas Technik GmbH Nossen,01683,Vorwerkstr. 3
Lommatzsch,,Schollglas Technik GmbH Lommatzsch,01623,Glashüttenstraße 5
Nossen,,Schollglas Sachsen GmbH,01683,Vorwerkstr. 3
Nossen OT Heynitz-Lehden,,Schollglas Technik Sachsen GmbH (Neuer Firmenname: Schollglas Technik GmbH Nossen),01683,Vorwerkstr. 3
Heynitz-Lehden,,Scholl Glastechnik Sachsen GmbH,01683,Vorwerkstr. 3
Dresden,,schokostudio Architekten und Ingenieure,01307,Hopfgartenstr. 1 a
Dresden,,Schokoladen-Handelskontor-Dresden GmbH,01067,An der Frauenkirche 20
,,Schokolade und Kunst e.V.,,
Bischofswerda,,SchoForm GmbH,01877,Am Gewerbepark 9
Großharthau,,Schock Fensterwerk Bauelemente GmbH,01909,Poststr. 2
Ketzerbachtal OT Starbach,,Schober Stahl- und Treppenbau GmbH,01683,Wolkauer Str. 24
Dresden,,Schober Siebdruck GmbH (Neuer Firmenname: VERPRO GmbH Verlags- und Produktionsgesellschaft),01187,Bamberger Str. 1
Dresden,,Schnitzel-Culture Dresden GmbH,01069,Blochmannstraße 24
Königstein OT Leupoldishain,,Schober Bau GmbH,01824,Dorfstraße 3
Dresden,,schnitzel-culture Dresden GmbH & Co.KG,01067,Gewandhausstraße 2
Dresden,,Schnier & Cie. KG,01309,Bertolt-Brecht-Allee 24
Radeburg,,Schneider Systembau GmbH,01471,3
Großharthau,,Schneider Elektronik GmbH & Co.KG,01909,Dresdener Str. 29
Kodersdorf,,Schneider OHG,02923,Straße der Einheit 20
Großharthau,,Schneider Elektronik Verwaltungs GmbH,01909,Dresdener Str. 29
Radeburg,,Schneider Steel Construction GmbH,01471,Riesstraße 1
Großharthau,,Schneider Elektronik GmbH,01909,Dresdener Str. 30
Köln,,Schneider Construction GmbH,50735,Niehler Str. 312
Stimpfach,,Schneider Bauelemente GmbH,74597,Rechenberger Str. 7-9
Riesa,,Schneider - Wicklein GmbH,01591,Heinrich-Schönberg-Str.4
Moritzburg OT Boxdorf,,Schneider & Schneider Gaststättenbetriebs GmbH,01468,Dresdener Str. 2
Ketzerbachtal OT Bodenbach,,Schneider & Maluck Nutzfahrzeug Service GmbH,01623,Meissner Weg 1
Dresden,,schmutzfuß UG (haftungsbeschränkt),01307,Pfotenhauerstr. 57
,,SCHOOLS FOR URGANDA,,
Dresden,,SchoolOpt GmbH,01309,Käthe-Kollwitz-Ufer 78
Radebeul,,school4hairdesign GmbH,01445,Hauptstr. 15
,,Schostakowitsch-Forum Gohrisch e.V.,,
Meißen,,"Schotter- und Splittwerk Meißen ""Roter Granit"" GmbH",01662,Steinweg 17
,,Schotter&Gleise e.V.,,
Freital,,Schornstein- und Industrieofenbau Esser GmbH,01705,Güterstr. 7
Bischofswerda,,Schornstein- und Feuerungsbau Lutz Güttler GmbH,01877,Zum Stadtwald 12
Dresden,,Schönlein-Signal GmbH Verkehrssicherung/Elektrotechnik,01257,75
Markersdorf,,SCHÖPSTAL Maschinenbau Gesellschaft mbH,02829,Am Mühlberg 16
Schöpstal OT Ebersbach,,Schöpstal - Agrar GmbH,02829,Am Schloß 15
Löbau,,Schönlein Verkehrstechnik GmbH Sachsen,02708,Breitscheidstr. 7
Bischofswerda,,Schoplast Plastic GmbH,01877,Zum Stadtwald 3
Radebeul,,Schubert Kühl- und Klimaanlagen GmbH,01445,Vorwerkstraße 11
Dresden,,Schriftdolmetscheragentur Dresden UG (haftungsbeschränkt),01239,Jacob-Winter-Platz 12
Boxberg,,Schubert Kabel- und Tiefbau GmbH,02943,Hauptstr. 40 a
Dresden,,SCHUBERT + HORST ARCHITEKTEN Partnerschaftsgesellschaft mbB,01097,Antonstraße 16
Dresden,,Schubert + Horst Architekten Partnerschaft,01097,Antonstraße 16
Ebersbach-Neugersdorf,,Schubert & Reimann Garten- und Landschaftsbau OHG,02727,Kantstr. 15
Waldhufen,,Schrotthandel/Containerdienst Uwe Bärsch e.K.,02906,Hauptstr. 108
Thiendorf OT Naundorf,,Schroth Holding GmbH,01561,Rohnaer Str. 12
Thiendorf OT Naundorf,,Schroth GmbH & Co. KG,01561,Rohnaer Str. 12
Tharandt,,Schubert & Fiedler + Co. GmbH,01737,Am Mühlgraben 10
Dresden,,Schubert Steinmetz und Steinbildhauer GmbH,01109,Radeburger Straße 214
Nebelschütz,,Schröer Container Kamenz GmbH & Co. KG,01920,Gewerbepark am See 3
Bischofswerda,,"Schuhmacherhandwerk Bischofswerda GmbH (Neuer Firmenname: Kurjo Immobilien & Verwaltung GmbH. Geschäftsanschrift: Dresdener Str. 5, 01877 Bischofswerda)",01877,Dresdener Str. 5
,,Schulförderverein Gymnasium Dresden-Pieschen e.V.,,
Dresden,,Schulförderverein Private Ganztagsschule IBB Dresden e.V.,01309,Loschwitzer Str. 21
Dresden,,Schulförderverein Gymnasium Tolkewitz e.V.,01279,Wehlener Str. 38
,,Schulförderverein GS Weinhübel Görlitz e.V.,,
Dresden,,SCHULTEVentures UG (haftungsbeschränkt),01309,Anton-Graff-Str. 22
Bischofswerda,,Schulte KG,01877,Alte Belmsdorfer Straße 8
Radebeul,,Schuller Großhandels KG,01445,Serkowitzer Str. 31
Klingenberg OT Colmnitz,,Schulküche Colmnitz UG (haftungsbeschränkt),01774,Gartenweg 4
Neißeaue OT Zodel,,"Schulförderverein Grundschule Zodel ""Traugott Gerber"" e.V.",02928,Dorfstr. 162
Freital,,Schulförderverein Sabel Freital e.V.,01705,Rabenauer Str. 19
,,Schulförderverein Grundschule Naußlitz e.V.,,
Sebnitz,,Schulförderverein der Grundschule Rosenstraße Sebnitz e.V.,01855,c/o Falk Zirnstein Hohe Str. 4
Dippoldiswalde,,Schülerreisedienst GmbH,01744,Herrengasse 2
,,"Schulförderverein ""Bunte Schule mit Herz"" Weinböhla e.V.",,
Dippoldiswalde,,Schulfahrt Touristik SFT GmbH,01744,Herrengasse 2
Dresden,,SCHULE 3000 Buchhandelsgesellschaft mbH,01097,Bischofsweg 5
Elsterheide OT Tätzschwitz,,Schul- und Heimatstube Tätzschwitz e.V.,02979,Wasaweg 14
Strehla,,Schuhdealer Frank Müller e. K.,01616,Fischergasse 12
Pirna OT Copitz,,Schubert & Boden Elektro GmbH,01796,Hauptstr. 25
Wilthen,,Schuhhaus Mutscher OHG,02681,Bahnhofstr. 14
Zittau,,Schuhhaus Böhmer e.K.,02763,Dresdner Str. 30
Neschwitz,,Schudack PV UG (haftungsbeschränkt) (Neuer Firmenname: Schudack PV GmbH),02699,Neschwitzer Str. 65
Dresden,,Schuchmann-Kumpf Immobilien e. K.,01067,Wilsdruffer Str. 15
,,Schubert-Apotheke,,
Bad Muskau,,Schubert Vertriebs-GmbH,02953,Kiefernhorst 20
Meißen,,Schubert Zahntechnik e.Kfr.,01662,Dresdner Str. 37
Boxberg,,Schubert Verpachtungs UG (haftungsbeschränkt),02943,Raudener Str. 17
Dresden,,Schubert und Jank oHG,01309,Borsbergstraße 29 b
Boxberg,,"Schubert und Bensch Kabel- und Tiefbau GmbH (Neuer Firmenname: Schubert Kabel- und Tiefbau GmbH. Neuer Sitz: Boxberg. Geschäftsanschrift: Raudener Straße 17, 02943 Boxberg)",02943,Raudener Straße 17
Riesa,,Schröder-Antriebstechnik,01589,Am Biesenberg 8
Pirna,,Schröder Metallkonstruktion Verwaltungsgesellschaft mbH,01796,Kunstseidenstr. 14
Pirna,,Schröder Metallkonstruktion GmbH & Co. KG,01796,Kunstseidenstr. 14
Radebeul,,Schreyer Bau UG (haftungsbeschränkt),01445,Kreyernweg 34
Dresden,,"Schröder Bürosysteme Service GmbH (Neuer Firmenname: SCHRÖDER SYSTEME GmbH. Geschäftsanschrift: Königsbrücker Landstr. 29, 01109 Dresden)",01109,Königsbrücker Landstr. 29
Görlitz,,SCHRIFT & WERBUNG SCHUBERT GMBH Wolfgang & Wolf-Thomas Schubert,02826,Klosterplatz 9
Ottendorf-Okrilla,,Schreyer Beteiligungs-GmbH,01458,Bergener Ring 1/3
Heidenau,,Schrepel Verwaltungs- und Besitz UG (haftungsbeschränkt),01809,Mozartstr. 21
Heidenau,,Schrepel Industrieservice UG (haftungsbeschränkt) & Co. KG,01809,Mozartstr. 21
Radeberg,,Schreier Wassertechnik Service GmbH,01454,Ullersdorfer Hauptstr. 30
Riesa,,Schreiner & Rabe Versicherungsmakler GmbH,01587,Sportlerweg 1
Coswig OT Neusörnewitz,,Schreiber Vermögensverwaltung UG (haftungsbeschränkt),01640,Töpferstr. 8
Dresden,,SCHUNK Consulting GmbH,01067,Freiberger Str. 39
Radeburg,,Schünemann GmbH & Co. KG,01471,Sachsenallee 3
Rabenau,,Schumann Verwaltungs GmbH,01734,Bahnhofstr. 23
Radeburg,,Schünemann Beteiligungs GmbH (Neuer Firmenname: Sachsenland Floristik GmbH),01471,Sachsenallee 3
Pulsnitz,,Schumann` s Genusswerkstatt Restaurant GmbH,01896,Kastanienweg 7
Kirschau,,SCHUMANNS HOTEL,02681,Bautzner Str. 20
Dresden,,Schumann Rahn GmbH,01277,Enderstr. 90
Dresden,,Schumann Hausverwaltung KG,01097,Rudolf-Leonhard-Str. 23
Rabenau,,Schumann GmbH & Co. Verwaltungs- und Vermietungs KG,01734,Bahnhofstr. 23
Schirgiswalde-Kirschau OT Kirschau,,Schumann Besitz GmbH,02681,Bautzner Str. 74
Dresden,,Schumann Apotheke e.K.,01159,Kesselsdorfer Str. 1
Wilthen OT Sora,,Schumann - Kies- und Hartsteinwerke GmbH,02681,OT Sora
Kamenz,,Schuster Immobilien UG (haftungsbeschränkt),01917,Piskowitzerstr. 2 c
Kamenz,,Schuster GmbH,01917,Jesauer Feldweg 16
Schleife,,Schuster Entsorgung GmbH,02959,Gewerbering 5
Kamenz,,Schuster Elektrotechnik Nebelschütz GmbH,01917,Jesauer Feldweg 16
Wittichenau,,Schuster Daten- und Sicherheitstechnik GmbH,02997,Gewerbepark 21
,,Schützengarde Neithart e.V.,,
Glashütte,,Schütz Zahntechnik GmbH,01768,An der Lockwitz 15
Dresden,,Schwarz-Gelbe Hilfe e.V.,01069,Grunaer Str. 26
Dresden,,Schwarz Weiss Projektentwicklung GmbH,01279,Wehlener Str. 46
Berlin,,Schwarz und Partner Vermögensverwaltungsgesellschaft mbH,10179,Rungestr. 22-24
Dresden,,Schwebebad Dresden GmbH,01067,Schützenplatz 14
Bernsdorf,,Schwarzheider Kunststoff- und Verarbeitungsgesellschaft mbH (Neuer Firmenname: SKV Vermögensverwaltungs GmbH),02994,Waldbadstr. 13
,,Schwarzes Kleeblatt e.V.,,
Meißen,,Schwarze Berge 2 GmbH & Co. KG,01662,Dr.-Eberle-Platz 1
Dresden,,Schwarzer Kamin e.V.,01219,Franz-Liszt-Str. 21
Possendorf,,Schwarze & Vogt Dach und Dachausbau GmbH,01728,Am Bahnhof 2
Meißen,,Schwarze Berge 1 GmbH & Co. KG,01662,Dr.-Eberle-Platz 1
Dresden,,Schwarz Bauträger GmbH (Neuer Firmenname: Nordseeferienpark Greetsiel Grundbesitz GmbH),01309,Krenkelstr. 7
Dresden,,schwarz auf weiß Verwaltungsgesellschaft mbH (Neuer Firmenname: schwarz auf weiß Vertriebsgesellschaft mbH),01099,Am Brauhaus 12
Oppach,,Schwanen-Apotheke,02736,Str. der Jugend 1
Dresden,,Schwan-Apotheke Inh. Uta Heinrich-Gräfe e.Kfr.,01217,Räcknitzhöhe 35
,,Schwalbentanz e.V.,,
Dresden,,SCHUMANN Immobilienservice UG (haftungsbeschränkt),01097,Rudolf-Leonard-Str. 23
Kamenz,,Schutzgemeinschaft Privates Grundeigentum e.V.,01917,Mühlstraße 2
Dresden,,Schwabe Taxibetrieb GmbH,01159,Reisewitzer Str. 80
Tharandt,,Schützenverein Freital e.V.,01737,An der Siedlung 1
,,Schützenverein Lomnitz e.V.,,
,,Schützenverein Hoyerswerda e.V.,,
Pulsnitz,,Schützenhaus Pulsnitz Gaststätten Betriebs GmbH,01896,Wettinplatz 1
Lommatzsch,,Schützenhaus Lommatzsch GmbH,01623,Am Markt 1
Glashütte OT Oberfrauendorf,,Schütz Zahntechnik Bethmann GmbH,01768,An der Lockwitz 15
Zeithain,,Schuster Rohrbogen GmbH,01617,Industriestraße E 14
Mittenwalde,,Schuster Logistik GmbH,15749,Scheunenweg 1
Zeithain,,Schuster Biegetechnik GmbH,01619,Industriestr. E 14
Dohna,,Schüring-Beton GmbH,01809,Altenberger Str. 2
Dresden,,Schuster - Bauregie Managementgesellschaft mbH,01067,Weißeritzstr. 3
Dresden,,Schurig Beteiligungsgesellschaft mbH,01237,Mügelner Str. 2
Heidenau,,Schürer GmbH,01809,Mühlenstr. 25 A
Dresden,,Schumann & Sommer KG,01169,Hofwiesenstr. 28
Weinböhla,,Schumann & Co. GmbH,01689,Humboldtstr. 3
Dresden,,Schumann & Kurth Gaststättenbetriebs OHG,01169,Kesselsdorfer Str. 127
